Policy,Score,URL
"5 - Information Security Policies 5.1.1 : Policies for Information Security : A set of policies for information security shall be defined, approved by management, published and communicated to employees and relevant external parties.",0.6388761401176453,https://docs.aws.amazon.com/IAM/latest/UserGuide/best-practices.html
"5 - Information Security Policies 5.1.1 : Policies for Information Security : A set of policies for information security shall be defined, approved by management, published and communicated to employees and relevant external parties.",0.6014621257781982,https://docs.aws.amazon.com/IAM/latest/UserGuide/id_tags.html
"5 - Information Security Policies 5.1.1 : Policies for Information Security : A set of policies for information security shall be defined, approved by management, published and communicated to employees and relevant external parties.",0.5974363088607788,https://docs.aws.amazon.com/IAM/latest/UserGuide/access_permissions-required.html
"5 - Information Security Policies 5.1.1 : Policies for Information Security : A set of policies for information security shall be defined, approved by management, published and communicated to employees and relevant external parties.",0.5799188017845154,https://docs.aws.amazon.com/IAM/latest/UserGuide/troubleshoot_policies.html
"5 - Information Security Policies 5.1.1 : Policies for Information Security : A set of policies for information security shall be defined, approved by management, published and communicated to employees and relevant external parties.",0.5756016969680786,https://docs.aws.amazon.com/IAM/latest/UserGuide/id_roles_use_passrole.html
"5 - Information Security Policies 5.1.2 : Review of the Policies for Information Security : The policies for information security shall be reviewed at planned intervals or if significant changes occur to ensure their continuing suitability, adequacy and effectiveness.",0.5978468656539917,https://docs.aws.amazon.com/IAM/latest/UserGuide/reference_policies_elements_resource.html
"5 - Information Security Policies 5.1.2 : Review of the Policies for Information Security : The policies for information security shall be reviewed at planned intervals or if significant changes occur to ensure their continuing suitability, adequacy and effectiveness.",0.5914691686630249,https://docs.aws.amazon.com/IAM/latest/UserGuide/id_roles_create_for-service.html
"5 - Information Security Policies 5.1.2 : Review of the Policies for Information Security : The policies for information security shall be reviewed at planned intervals or if significant changes occur to ensure their continuing suitability, adequacy and effectiveness.",0.5873434543609619,https://docs.aws.amazon.com/IAM/latest/UserGuide/reference_policies_elements_condition.html
"5 - Information Security Policies 5.1.2 : Review of the Policies for Information Security : The policies for information security shall be reviewed at planned intervals or if significant changes occur to ensure their continuing suitability, adequacy and effectiveness.",0.5761260986328125,https://docs.aws.amazon.com/IAM/latest/UserGuide/IAM_UseCases.html
"5 - Information Security Policies 5.1.2 : Review of the Policies for Information Security : The policies for information security shall be reviewed at planned intervals or if significant changes occur to ensure their continuing suitability, adequacy and effectiveness.",0.5625216960906982,https://docs.aws.amazon.com/IAM/latest/APIReference/API_GetContextKeysForPrincipalPolicy.html
6 - Organization of Information Security 6.1.1 : Information Security Roles and Responsibilities : All information security responsibilities shall be defined and allocated.,0.6900361180305481,https://docs.aws.amazon.com/IAM/latest/UserGuide/reference_policies_examples_iam-assume-tagged-role.html
6 - Organization of Information Security 6.1.1 : Information Security Roles and Responsibilities : All information security responsibilities shall be defined and allocated.,0.6787447333335876,https://docs.aws.amazon.com/IAM/latest/UserGuide/id_credentials_temp_control-access_assumerole.html
6 - Organization of Information Security 6.1.1 : Information Security Roles and Responsibilities : All information security responsibilities shall be defined and allocated.,0.6404711008071899,https://docs.aws.amazon.com/IAM/latest/UserGuide/reference_policies_examples_iam_multiple-services-console.html
6 - Organization of Information Security 6.1.1 : Information Security Roles and Responsibilities : All information security responsibilities shall be defined and allocated.,0.6352193355560303,https://docs.aws.amazon.com/IAM/latest/UserGuide/reference_policies_examples_iam_policy-sim-console.html
6 - Organization of Information Security 6.1.1 : Information Security Roles and Responsibilities : All information security responsibilities shall be defined and allocated.,0.6318036317825317,https://docs.aws.amazon.com/IAM/latest/UserGuide/id_credentials_temp_control-access_enable-create.html
6 - Organization of Information Security 6.1.2 : Segregation of Duties : Conflicting duties and areas of responsibility shall be segregated to reduce opportunities for unauthorized or unintentional modification or misuse of the organization’s assets.,0.6227797269821167,https://docs.aws.amazon.com/IAM/latest/UserGuide/id_roles_terms-and-concepts.html
6 - Organization of Information Security 6.1.2 : Segregation of Duties : Conflicting duties and areas of responsibility shall be segregated to reduce opportunities for unauthorized or unintentional modification or misuse of the organization’s assets.,0.6010042428970337,https://docs.aws.amazon.com/IAM/latest/APIReference/API_CreateLoginProfile.html
6 - Organization of Information Security 6.1.2 : Segregation of Duties : Conflicting duties and areas of responsibility shall be segregated to reduce opportunities for unauthorized or unintentional modification or misuse of the organization’s assets.,0.5936528444290161,https://docs.aws.amazon.com/IAM/latest/APIReference/API_CreateRole.html
6 - Organization of Information Security 6.1.2 : Segregation of Duties : Conflicting duties and areas of responsibility shall be segregated to reduce opportunities for unauthorized or unintentional modification or misuse of the organization’s assets.,0.5811041593551636,https://docs.aws.amazon.com/IAM/latest/APIReference/API_UpdateLoginProfile.html
6 - Organization of Information Security 6.1.2 : Segregation of Duties : Conflicting duties and areas of responsibility shall be segregated to reduce opportunities for unauthorized or unintentional modification or misuse of the organization’s assets.,0.579606294631958,https://docs.aws.amazon.com/IAM/latest/UserGuide/id_roles_common-scenarios.html
6 - Organization of Information Security 6.1.3 : Contact with Authorities : Appropriate contacts with relevant authorities shall be maintained.,0.7017635107040405,https://docs.aws.amazon.com/IAM/latest/UserGuide/reference_policies_evaluation-logic.html
6 - Organization of Information Security 6.1.3 : Contact with Authorities : Appropriate contacts with relevant authorities shall be maintained.,0.6749762892723083,https://docs.aws.amazon.com/IAM/latest/UserGuide/id_credentials_passwords_admin-change-user.html
6 - Organization of Information Security 6.1.3 : Contact with Authorities : Appropriate contacts with relevant authorities shall be maintained.,0.6218047142028809,https://docs.aws.amazon.com/IAM/latest/APIReference/API_UpdateAccountPasswordPolicy.html
